Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,Cancer_Type
-0.6353654116335569,-0.9450719582892585,-0.9450719582892585,-0.7044026082362066,-0.6126209773808088,-1.0862777705245121,-1.0862777705245121,-1.0028659346955795,-0.1280143345577128,-0.876435395941582,-0.602523967238985,-0.9003059432376478,-0.4935356160657808,-0.5113160427270788,-0.8297730006790555,-0.45960089458440073,-0.550886149469307,-0.7623343746998426,-0.6757393515926071,-0.8936601768145285,-0.7779159467536259,-0.9834016083906091,-0.5967543752768095,-0.822723098073046,-0.822723098073046,-0.9087312812339187,-0.38716703859211066,-0.49599155829360164,-0.8547283981457596,-0.8934058817471194,-0.5778588126906368,-0.5911412485839462,-0.6648600181888384,-0.44599740695521906,-0.7100167068941612,-0.5274285777787003,-0.2777479307271453,-0.7967804563646333,-0.8609991047319615,-0.5768977171828219,-0.4915180577119444,-0.5366133064794079,-0.4614493204400019,-0.14954589167465654,-0.4382807604663539,-0.5414467545020326,-0.38939595013393624,-0.4123176690773313,-0.4160338800346793,-0.2750089704121616,Breast
-0.6043636094011587,-0.945828205971974,-0.945828205971974,-0.694045388809018,-0.6171399448587922,-1.0788236934076882,-1.0788236934076882,-1.0414748526913669,-0.17272761039881906,-0.9051146435535194,-0.6230370589129569,-0.9776001270978767,-0.35354648109439657,-0.7961110167733703,-0.8489539119030228,-0.45611856998059847,-0.44608453897931283,-0.7997745569898324,-0.6923549244277913,-0.8974223598106886,-0.7849976643378657,-0.999596618814789,-0.7406455549089929,-0.8142992210033089,-0.8142992210033089,-0.9281946881067918,-0.4506714133378475,-0.4199804680907122,-0.8761584052851918,-0.8119367980374962,-0.6552441939243748,-0.5344083684061293,-0.721159631508336,-0.5521029440607497,-0.7356467424386443,-0.5750796030465855,-0.644820135292511,-0.5426938882265152,-0.8509768929308488,-0.6632767761187277,-0.217652832045772,-0.5733473110026144,-0.2566679439480492,-0.37460096306342977,-1.0331298291547726,-0.4181314202947044,-0.47351807118847894,-0.050754226556998586,-0.5910067089614174,-0.2550841650113104,Breast
-0.465744086043557,-0.8685396927984477,-0.8685396927984477,-0.6906862906164163,-0.6156336223661311,-0.9305001928119072,-0.9305001928119072,-0.30688265797681735,-0.6869302825715413,-0.5882178640402477,-0.5270650942954455,-0.7392283250065365,-0.5215334430600576,-0.7238032585653554,-0.718843397433778,-0.4195541616406748,-0.3899408190739588,-0.628900943079879,-0.6380999927210673,-0.797254237537925,-0.6169000522066974,-0.5178328975048392,-0.7901081479075559,-0.7871130722782479,-0.7871130722782479,-0.5033554967092476,-0.5002358033833006,-0.7894297204721981,-0.58581637307353,-0.4828016998506183,-0.567306260704218,-0.5645854323305001,-0.5855809708613827,-0.4898236070640252,-0.588679576594963,-0.5675557569516562,-0.6417864807093262,-0.6760442856890737,-0.7234943588206942,-0.5250702818212785,-0.6648233958288191,-0.710487594555919,-0.3692977010186232,-0.5485071545911182,-0.3083711937412969,-0.5187307718848932,-0.4966104181446279,-0.38041501238436076,-0.7159873010519446,-0.29131108392194893,Breast
-0.6300338915044184,-0.9549031781645603,-0.9549031781645603,-0.6997838482213792,-0.6374752985097173,-1.0845090064628928,-1.0845090064628928,-1.0716460601317834,-0.39629398960435047,-0.9197214653186057,-0.6391544880853633,-0.963035364840632,-0.49608087306526044,-0.7255776820796626,-0.7824600863266029,-0.41346009358402086,-0.3936837337343157,-0.782602744059837,-0.673704791653605,-0.9036926648042888,-0.7741887269724469,-0.9847638055290915,-0.7069210596826999,-0.8176177180307811,-0.8176177180307811,-0.8996707297586155,-0.5699357268847192,-0.6939739327755462,-0.8899842163428899,-0.6609474295623278,-0.6376566072803435,-0.5706208451153741,-0.7636715844230585,-0.44599740695521906,-0.7502461297741092,-0.7155247301519309,-0.8662769198650043,-0.5462979530228006,-0.8622017701480951,-0.7016674689791302,-0.6990565490370907,-0.8084449399511365,-0.20205957688352852,-0.49224338674392487,-0.7186119307677926,-0.5901238601101885,-0.509806044976713,-0.14114508718708177,-0.5222673833116274,-0.29825457671315464,Breast
-0.23431661969724749,-0.8337522993935336,-0.8337522993935336,-0.6296626734508184,-0.5704439475862976,-0.7771230806114998,-0.7771230806114998,-0.8655613720218193,-0.49130970076670133,-0.5752142300298662,-0.6135131234928985,-0.5533473492680383,-0.5940732675452294,-0.43634664924760325,-0.3831774510143505,-0.3185667481304096,-0.4554418256302052,-0.3603450490599522,-0.37258992068128677,-0.5279446380627955,-0.35524922356793887,-0.4948269013882472,-0.6316030203439789,-0.7620967100711497,-0.7620967100711497,-0.4852343937586414,-0.5374090959173905,-0.5666995491800104,-0.4886900503932002,-0.3187772779819102,-0.6183102619719089,-0.4825038184562116,-0.3764681213889633,-0.4944368912860048,-0.35508937922752265,-0.5813494747923598,-0.7145941907057624,-0.41114552316209935,-0.6898197271689552,-0.3868637875238293,-0.6284506705450306,-0.727630130000082,-0.2703200357141794,-0.5587369305633351,-0.5408409447229778,-0.622575263848959,-0.5180533117467663,-0.3378781367937334,-0.4160338800346793,-0.3027829415769845,Breast
-0.4242767072613684,-0.9332744944388963,-0.9332744944388963,-0.6913861027398749,-0.5719502700789586,-1.0231076254666835,-1.0231076254666835,-0.7589393931857709,-0.08889021819674481,-0.648426470828042,-0.4581997151042541,-0.463651486654116,-0.5088071580626591,-0.6510518944787639,-0.6942278946963534,-0.4300011354520816,-0.45357036830002667,-0.6595850022498706,-0.46109327802788025,-0.8046218459054053,-0.675790124749324,-0.6110677238720805,-0.6866863625469241,-0.8150650280096486,-0.8150650280096486,-0.613592206325435,-0.3933625873477923,-0.7045801314085075,-0.7271852911384938,-0.5490632212677785,-0.69745440187005,-0.550100441646802,-0.5258344424406914,-0.47598375439808643,-0.7135854460206081,-0.8722715237962897,-0.6508874444588807,-0.6093690869577945,-0.6024260402632519,-0.4655647078876545,-0.7097544094146755,-0.7472215990791256,-0.3010372421879723,-0.6661495782716133,-0.677587857065143,-0.8107934055338283,-0.5048576849146811,-0.1730477438800523,-0.5660105905433119,-0.313651017250176,Breast
-0.49279661410622283,-0.5888792997302476,-0.5888792997302476,-0.4927794221022985,-0.6382284597560478,-0.6831259047654511,-0.6831259047654511,0.019631171696165486,-0.6142712093297436,-0.6268725021259025,-0.532925977630866,-0.7204816013090929,-0.41463264908190967,-0.736667829044082,-0.7130891240665879,-0.37776626639504784,-0.38619790441360186,-0.6249598712598801,-0.5278946626917842,-0.541112278549356,-0.5330376071301722,-0.600018791526612,-0.42026285025920956,-0.3855749319541087,-0.3855749319541087,-0.5721485727254376,-0.43208476707080257,-0.6904385332312258,-0.47832069209992656,-0.5425456945710087,-0.581376330019443,-0.4221496906074701,-0.6051134897681472,-0.44830404906620885,-0.6950928887290191,-0.733080371040099,-0.5265076065483022,-0.4489882035230957,-0.41440934687437603,-0.5884149250409427,-0.4230517512954013,-0.7080386609210386,-0.4136669992585463,-0.7684473379937828,-0.6228890921282769,-0.4830342277722456,-0.5164038583927556,-0.39104923128201763,-0.40353582082562656,-0.2870846100490411,Breast
-0.6371425850099364,-0.7364988473963174,-0.7364988473963174,-0.6163662431051032,-0.5937919462225448,-0.6188186970965818,-0.6188186970965818,-0.8274638304233272,-0.8601942264558281,-0.8192550326904521,-0.661865411010118,-0.8768004358323916,-0.6526141785332628,-0.7552992759443067,-0.7127694422128551,-0.4169424181878231,-0.5134570028657377,-0.7271462334498522,-0.6598019654037569,-0.7980380256621251,-0.6366543170469456,-0.7436549120177028,-0.7372731053863636,-0.6496507146402638,-0.6496507146402638,-0.7505072063966816,-0.6040112450409681,-0.8636731109029273,-0.6148505762946961,-0.760882838912799,-0.6745905392328093,-0.5645854323305001,-0.6683069332900321,-0.46214390173214764,-0.6620009441019651,-0.7644297297689708,-0.9906567577755828,-0.5174654346525176,-0.7812222987951039,-0.7880465279150359,-0.8081747248884562,-0.9627277589486043,-0.3795367698432208,-0.9167790895909289,-0.9237322992810405,-0.4148862799208274,-0.5675369123670855,-0.3644636840378755,-0.634749916193102,-0.28678271905811914,Breast
-0.10557028176397631,-0.7936711722096109,-0.7936711722096109,-0.6839680942312129,-0.2541162241274627,-0.29551389469061595,-0.29551389469061595,-0.04403518976708645,-0.39629398960435047,-0.24638260834268247,-0.1629577170824442,-0.35506469477584673,-0.5431681275556351,-0.10497305795075011,-0.29974048719009283,-0.34033127690417364,-0.4479559963094913,-0.280397592139974,-0.10572347534883811,-0.5886098388758777,-0.2788412180537715,0.15600062033113202,-0.4382492477132325,-0.7716692976503964,-0.7716692976503964,0.014773817285861796,-0.2663538378563186,-0.7399341268517119,-0.1641291358137353,-0.11564769593258296,-0.4336406022095795,-0.38473013134125034,-0.2696137532519578,-0.33527858562770885,-0.594843762358826,-0.035870632909991186,-0.5022383698828236,-0.3534804864215335,-0.5110234686371032,-0.2505768278694002,-0.23904855280094173,-0.24029233665887464,-0.15086423276054034,-0.44109450688284,-0.2536724288044308,-0.5836335793624343,-0.23599678821094666,-0.2900241517542776,-0.7159873010519446,-0.25629172897499836,Prostate
-0.6474106978512402,-0.9394757254371636,-0.9394757254371636,-0.7021632094411387,-0.6171399448587922,-0.9399757145705814,-0.9399757145705814,-1.047611369458909,-0.837837588535275,-0.8878358421972591,-0.6450153714207839,-0.9212157504386426,-0.6755214915285802,-0.7610661523658048,-0.788214359693793,-0.415201255885922,-0.578958009421984,-0.7665569516498414,-0.7116832438483117,-0.7936488121666049,-0.7492163544385483,-0.9078753448236393,-0.8035979459980731,-0.8238718085825556,-0.8238718085825556,-0.8624217959157029,-0.6814556044869887,-0.7894297204721981,-0.8288050024125755,-0.78803920014934,-0.6904193672124375,-0.5863129183560469,-0.6993291692007757,-0.5359564492838211,-0.7466773906476623,-0.7769694732605196,-0.8905461565304831,-0.6526178645132188,-0.8140951535027537,-0.7822879239859756,-0.7525458509250149,-0.9774213607578869,-0.4785144351476647,-0.6047709224383114,-0.9989431010692313,-0.5122404911371391,-0.5708358190751067,-0.32192680844724814,-0.6472479754021546,-0.3477646992243606,Prostate
